Business Essentials;Ready, Set, Future! Introduction to Futures Thinking;Jane McGonigal;Do you want to think about the future with more creativity and optimism? Do you want to see what’s coming faster, so you can be better prepared for disruptions and more in control of your future? Do you want to get better at changing what’s possible today – in your company, your industry, your community, and in your own life? SHOW ALL COURSE OUTLINE SHOW ALL;35391;974
Marketing;The Strategy of Content Marketing;Sonia Simone;This course is a partnership between the leading content marketing authority, Copyblogger, and UC Davis Continuing and Professional Education. In this course, you will learn the core strategies content marketers use to acquire and retain customers profitably. Specifically, you will learn how to develop, organize and implement a content marketing strategy, analyze and measure the effectiveness of content marketing, write compelling copy, use a strategic framework when writing, and build your professional brand and authority through content marketing. You will also learn how to put the ideas presented to you into action and build your own personal brand through content marketing. SHOW ALL COURSE OUTLINE SHOW ALL;366765;3794
Leadership and Management;Storytelling and influencing: Communicate with impact;Associate Professor Lawrence Ang ;An ambitious vision for the future of your organisation isn’t enough – how do you communicate this vision to get your colleagues on board? The ability to effectively communicate and persuade others is a key leadership skill. Traditional and common-sense models of communication and persuasion often fail to capture the complex nature of ‘influencing’. Via structured learning activities (video lectures, quizzes, discussion prompts and written assessments) this course will develop your capacity to communicate appropriately in different situational and cultural contexts, making you a highly influential leader. SHOW ALL COURSE OUTLINE SHOW ALL;61020;1461
Personal Development;Good with Words: Speaking and Presenting Specialization;Patrick Barry;Suppose you were good with words. Suppose when you decided to speak, the message you delivered—and the way you delivered it—successfully connected with your intended audience. What would that mean for your career prospects? What would that mean for your comfort level in social situations? And perhaps most importantly, what would that mean for your satisfaction with the personal relationships you value the most?  This specialization is designed to help you find out. Based on an award-winning course and workshop series at the University of Michigan that has been taken by students training to enter a wide range of fields—law, business, medicine, social work, public policy, design, engineering, and many more—it removes the guesswork from figuring out how to communicate clearly and compellingly.  All of us have ideas that are worth sharing. Why not learn to convey yours in a way that people will appreciate, enjoy, and remember?;5114;76
Business Essentials;Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator;Barry Nalebuff;This course will help you be a better negotiator. Unlike many negotiation courses, we develop a framework for analyzing and shaping negotiations. This framework will allow you to make principled arguments that persuade others. It will allow you to see beneath the surface of apparent conflicts to uncover the underlying interests. You will leave the course better able to predict, interpret, and shape the behavior of those you face in competitive situations. SHOW ALL COURSE OUTLINE SHOW ALL;465841;4440
Learning English;Improve Your English Communication Skills Specialization;Gerry Landers ;This Specialization helps you improve your professional communication in English for successful business interactions. Each course focuses on a particular area of communication in English:  writing emails, speaking at meetings and interviews, giving presentations, and networking online. Whether you want to communicate to potential employers, employees, partners or clients, better English communication can help you achieve your language and professional goals. The Capstone course will focus especially on making those important connections to take your career or business to the next level. Make yourself more competitive by improving your English through this Specialization: Improve Your English Communication Skills.;549540;14900
Leadership and Management;Communication Strategies for a Virtual Age;Ivan Wanis Ruiz;Communication has changed! The traditional rules for speaking and presenting, meeting coordination, influencing people, negotiating and selling ideas no longer apply in a world of skype, messenger, video and teleconference.  This course will act as an overview on several concepts each of which could be a course of their own and our goal is to give you tools that you can practice and perfect on your own. SHOW ALL COURSE OUTLINE SHOW ALL;170183;4075
Business Essentials;Emotional and Social Intelligence;Laurie Cozart;"""We are wired to connect. Neuroscience has discovered that our brains very design makes it sociable, inexorably drawn into an intimate brain to brain linkup whenever we engage with another person.""  Daniel Goleman – Prologue – Social Intelligence Emotional and Social Intelligence (ESI) is defined as a set of competencies demonstrating the ability one has to recognize their behaviors, moods, and impulses, and to manage them best according to the situation. This course will give you the tools you need to be emotionally and socially intelligent in your workplace.   Having the ability to master ESI gives employees a distinct advantage in their positions. It allows them to access their emotional center while managing their relationships with their team members. Competencies associated with emotional and social intelligence are often what separates an average performer from a great one. And, unlike our overall intelligence, emotional intelligence can be learned and improved over time.   In this course, we will explain the value of emotional and social intelligence for professional success. We'll assess current emotional and social intelligence skills and you will discover the Foundational 4 Quadrants of Emotional and Social Intelligence (ESI) to understand, use and manage emotions. We will explain how stress can impact application of emotional and social intelligence skills, and reflect upon needed actions to take to create connections and build relationships for greater professional effectiveness. SHOW ALL COURSE OUTLINE SHOW ALL";26066;752
Business Essentials;Project Management & Other Tools for Career Development Specialization;Margaret Meloni, MBA, PMP ;Project management has been proven to be the most effective method of delivering products within cost, schedule, and resource constraints. It is an essential skill in the modern digital constantly changing world.  This intensive and hands-on series of courses gives you a blend of skills from project management. Successful projects require careful upfront planning. In this specialization, you will gain a strong working knowledge of the basics of project management. You’ll learn the key roles and responsibilities of the project manager and project team and to answer some key questions upfront to help you meet project objectives, as well as managing project risk. Additionally, this specialization will train you in essential career success skills that have become indispensable, like business writing, negotiation and effective problem-solving. Thus, in addition to introducing you to project management, this specialization will help you build, develop and hone the essential skills needed to improve your employability and advancement in today’s dynamic workforce, giving you a complete, comprehensive skill set.;82493;5819
Personal Development;Good with Words: Writing and Editing Specialization;Patrick Barry;Perhaps the most important thing students and professionals of all kinds can do to improve their effectiveness is embrace the following advice: become good with words. This series of courses targets the writing side of that recommendation. The skills it focuses on include everything from how to arrange a complex set of information in a reader-friendly way, to how to give and receive high-quality feedback, to how to consistently hit deadlines.   Part of Professor Barry’s proceeds from this course will be donated to the COVID-19 relief efforts of Ozone House, a shelter for homeless youth in Southeastern Michigan where he regularly conducts job-training workshops. These proceeds come from purchases of the version of the course that earns you a certificate. The course remains free for anyone who is simply auditing.;47444;1582
Business Essentials;Professional Skills for the Workplace Specialization;Laurie Cozart ;This Specialization is intended for working professionals early in their career and for organizations who look to improve interpersonal relationship skills among their employees, clients, and customers. Through four courses, you will explore the use of emotional and social intelligence, practice a formula for problem solving, cultivate a growth mindset, and build skills related to adaptability and resilience in an ever-changing environment. These skills show up in business relationships and communication and ultimately impact professional effectiveness. You will be able to demonstrate sound judgment by engaging in critical thinking to reach decisions and solve problems independently. You will be able to develop a competitive advantage by learning, adapting, and harnessing insights from past endeavors. You will assess your own expectations in your current or anticipated work roles and settings, and how those may align with or differ from what is required by employers and other stakeholders now and in the future.;9848;492
Business Essentials;High-Impact Business Writing;Sue Robins, M.S. Ed.;Effective writing is a powerful tool in the business environment. Learn how to articulate your thoughts in a clear and concise manner that will allow your ideas to be better understood by your readers. Improve your business writing skill by learning to select and use appropriate formats for your audience, use the correct medium and adjust your writing style accordingly, as well as identify your objective and communicate it clearly. You'll also learn to spot, correct and avoid the most common writing pitfalls, and gain valuable experience analyzing, writing and revising a wide spectrum of business documents. From a simple email to a complete report, learn how to put good business writing to work for you. SHOW ALL COURSE OUTLINE SHOW ALL;179307;3558
Leadership and Management;Leadership and Influence;C. K. Gunsalus;"The only thing you get to change is yourself, and in the prerequisites to this course we’ve given you real tools to do that. Now, use those tools to influence the course of your future, your team's future, and your organization's future. Make a plan for yourself that will help you help others, and learn skills to make it happen. Listening and being sure of your values underpins everything that comes with professional influencer and leadership soft skills. We’ll go on to look at self-assessment and leadership planning, negotiation, addressing and resolving conflict, and successfully identifying and promoting circumstances you want.   After this course, you will be able to:  - state your own mission and plan with confidence - negotiate and persuade - deal with difficult people - contribute to crafting a working environment you want to work in  The prerequisites for this course are Courses One and Two of the Specialization ""Professional IQ: Preventing and Solving Problems at Work"". SHOW ALL COURSE OUTLINE SHOW ALL";9432;46
Learning English;English for Career Development;Brian McManus ;"Welcome to English for Career Development, a course created by the University of Pennsylvania, and funded by the U.S. Department of State Bureau of Educational and Cultural Affairs, Office of English Language Programs.  To enroll in this course for free, click on “Enroll now” and then select ""Full Course.  No certificate.""  This course is designed for non-native English speakers who are interested in advancing their careers in the global marketplace.  In this course, you will learn about the job search, application, and interview process in the United States, while comparing and contrasting the same process in your home country. This course will also give you the opportunity to explore your global career path, while building your vocabulary and improving your language skills to achieve your professional goals. The first unit in this course will introduce the U.S. job application process and provide strategies for identifying the jobs that match your interests and skills. Unit 2 will take you through the steps necessary to produce a professional-looking resume. In unit 3, you will work to develop a clear and concise cover letter. The final unit of the course focuses on networking and interview skills.  Anyone may take this course for free. If you want to get a Coursera Verified Certificate for free, please fill out the Financial Aid form.   Unless otherwise noted, all course materials are available for re-use, repurposing and free distribution under a Creative Commons 4.0 Attribution license.  Supplemental reading materials were provided by Newsela, which publishes daily news articles at a level that's just right for each English language learner. SHOW ALL COURSE OUTLINE SHOW ALL";1900287;13358
Finance;Financial Markets;Robert Shiller;An overview of the ideas, methods, and institutions that permit human society to manage risks and foster enterprise.  Emphasis on financially-savvy leadership skills. Description of practices today and analysis of prospects for the future. Introduction to risk management and behavioral finance principles to understand the real-world functioning of securities, insurance, and banking industries.  The ultimate goal of this course is using such industries effectively and towards a better society.;1373704;23777
Business Essentials;Successful Negotiation: Essential Strategies and Skills;George Siedel;We all negotiate on a daily basis. On a personal level, we negotiate with friends, family, landlords, car sellers and employers, among others. Negotiation is also the key to business success. No business can survive without profitable contracts. Within a company, negotiation skills can lead to your career advancement.  I hope that you will join the hundreds of thousands of learners who have made “Successful Negotiation” one of the most popular and highly-rated MOOCs worldwide.  In the course, you’ll learn about and practice the four steps to a successful negotiation:      (1) Prepare: Plan Your Negotiation Strategy      (2) Negotiate: Use Key Tactics for Success      (3) Close: Create a Contract      (4) Perform and Evaluate: The End Game   To successfully complete this course and improve your ability to negotiate, you’ll need to do the following:   (1) Watch the short videos (ranging from 5 to 20 minutes). The videos are interactive and they include questions to test your understanding of negotiation strategy and skills. You can speed up or slow down videos to match your preferred pace for listening. Depending on your schedule, you can watch the videos over a few weeks or you can binge watch them. A learner who binge-watched the course concluded that “It’s as good as Breaking Bad.” Another learner compared the course to “House of Cards.”  Both shows contain interesting examples of complex negotiations!  (2) Test your negotiation skills by completing the negotiation in Module 6. You can negotiate with a local friend or use Discussions to find a partner from another part of the world. Your negotiation partner will give you feedback on your negotiation skills. To assist you with your negotiations, I have developed several free negotiating planning tools that are related to the course.  These tools and a free app are available at http://negotiationplanner.com/   (3) Take the final exam. To successfully complete the course, you must answer 80% of the questions correctly. The exam is a Mastery Exam, which means that you can take it as many times as you want until you master the material.   Course Certificate You have the option of earning a Course Certificate.  A Certificate provides formal recognition of your achievements in the course and includes the University of Michigan logo.   Learn more about Certificates at: https://learner.coursera.help/hc/en-us/articles/209819053-Get-a-Course-Certificate   This course is also available in Spanish and Portuguese. To join the fully translated Spanish version, visit this page: https://www.coursera.org/learn/negociacion/   To join the fully translated Portuguese version, visit this page: https://www.coursera.org/learn/negociacao Subtitles for the videos are available in English, Ukrainian, Chinese (Simplified), Portuguese (Brazilian), Spanish   Created by:  University of Michigan  The course logo composite is shared with a Creative Commons CC BY-SA (https://creativecommons.org/licenses/by-sa/2.0/) license, and was created using images provided courtesy of Flazingo Photos (http://bit.ly/1zOylRm) and K2 Space (https://www.flickr.com/photos/k2space/14257556613/in/set-72157644732478432). SHOW ALL COURSE OUTLINE SHOW ALL;1297247;17517
Business Essentials;Career Success Specialization;Rob Stone, PMP, M.Ed. ;This series of courses will help you build, develop and hone the essential skills needed to improve your employability and advancement in today’s dynamic workforce.  The courses in this Specialization may be taken in any order. Each course can also be taken independently. The Specialization concludes with a Capstone project that will give you the opportunity to integrate and apply the skills you have gained throughout the courses to your individual and organizational needs.;178108;13765
Business Essentials;Key Technologies for Business Specialization;Rav Ahuja ;In this Specialization, we will cover 3 key technologies that are foundational and driving significant growth and innovation. These are Cloud Computing, Data Science, and Artificial Intelligence (AI). Technology is essential for the future of business. Almost any organization that wants to modernize or get ahead, and anyone working there, needs to understand and leverage these essential technologies. The courses in this Specialization provide foundational knowledge of Cloud, Data and AI, including business drivers behind their growth, the value they provide, their applications and use cases, and an understanding of how these technologies work. You will not only become familiar with the buzzwords associated with these technologies, but also experience them in action and develop hands-on skills to start working with them. This Specialization is suitable for a variety of learners who are beginners with these technologies, including managers and executives, professionals who want to upskill, and students getting ready to start a career. There is no special prior knowledge or hardware required. The only pre-requisites are basic computer literacy, device with a modern web browser with internet connectivity, and motivation to self-learn online.;13309;1171
Leadership and Management;Foundations of Project Management;Google Career Certificates;This course is the first in a series of six to equip you with the skills you need to apply to introductory-level roles in project management. Project managers play a key role in leading, planning and implementing critical projects to help their organizations succeed. In this course, you’ll discover foundational project management terminology and gain a deeper understanding of  the role and responsibilities of a project manager. We’ll also introduce you to the kinds of jobs you might pursue after completing this program. Throughout the program, you’ll learn from current Google project managers, who can provide you with a multi-dimensional educational experience that will help you build your skills  for on-the-job application.  SHOW ALL COURSE OUTLINE SHOW ALL;926843;52841
Business Essentials;Excel Skills for Business Specialization;Nicky Bull ;This specialization is intended for anyone who seeks to develop one of the most critical and fundamental digital skills today. Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In the United States alone, millions of job advertisements requiring Excel skills are posted every day. Research by Burning Glass Technologies and Capital One shows that digital skills lead to higher income and better employment opportunities. At a time when digital skills jobs are growing much faster than non-digital jobs, completing this specialization will position you way ahead of others. In this Specialization, learners develop advanced Excel Skills for Business.  Upon completing the four courses in this Specialization, learners can design sophisticated spreadsheets, including professional dashboards, and perform complex calculations using advanced Excel features and techniques. Learners have acquired the skills to manage large datasets efficiently, extract meaningful information from datasets, present data and extract information effectively. In addition, learners have mastered the skills needed to validate data and prevent errors in spreadsheets, create automation, apply advanced formulas and conditional logic to help make decisions and create spreadsheets that help forecast and model data.;433084;41056
Learning English;Speak English Professionally: In Person, Online & On the Phone;Amalia B. Stephens;Do you want to speak better English? This course will help you reach that goal. Speak English Professionally: In person, Online and On the Phone will boost your English speaking skills. In this 5 week course, you will learn how to identify and make a strong personal introduction. You will develop and demonstrate the speaking skills for group discussions: how to agree or disagree, how to clarify, restate and summarize. You will review and practice how to give information and respond to requests on the phone. You will study and role play effective interviewing. You will  prepare and give a sales “pitch”, introducing a product or service. Throughout the course, you will adjust how you speak English and you will become more fluent and accurate when you speak. You will demonstrate  culturally appropriate body language and tone. As you work through the course, you will complete self- and peer-evaluations. Through a combination of lectures, comprehension and vocabulary quizzes, practice and performance, you’ll gain the skills and confidence to communicate well  in English, anywhere in the world.  SHOW ALL COURSE OUTLINE SHOW ALL;837093;9549
Business Strategy;AI For Everyone;Andrew Ng;AI is not only for engineers. If you want your organization to become better at using AI, this is the course to tell everyone--especially your non-technical colleagues--to take.  In this course, you will learn:  - The meaning behind common AI terminology, including neural networks, machine learning, deep learning, and data science - What AI realistically can--and cannot--do - How to spot opportunities to apply AI to problems in your own organization - What it feels like to build machine learning and data science projects - How to work with an AI team and build an AI strategy in your company - How to navigate ethical and societal discussions surrounding AI  Though this course is largely non-technical, engineers can also take this course to learn the business aspects of AI. SHOW ALL COURSE OUTLINE SHOW ALL;833235;37240
Leadership and Management;Project Initiation: Starting a Successful Project;Google Career Certificates;This is the second course in the Google Project Management Certificate program. This course will show you how to set a project up for success in the first phase of the project life cycle: the project initiation phase. In exploring the key components of this phase, you’ll learn how to define and manage project goals, deliverables, scope, and success criteria. You’ll discover how to use tools and templates like stakeholder analysis grids and project charters to help you set project expectations and communicate roles and responsibilities. Current Google project managers will continue to instruct and provide you with hands-on approaches for accomplishing these tasks while showing you the best project management tools and resources for the job at hand. SHOW ALL COURSE OUTLINE SHOW ALL;316707;11824
Leadership and Management;Budgeting and Scheduling Projects;Margaret Meloni, MBA, PMP;A good project schedule helps all team members’ work together to meet project objectives. A project budget with realistic cost constraints is also an essential bedrock of any project. In this course you’ll learn to plan and stick to time and cost constraints in order to ensure the success of your projects. Upon completing this course, you will be able to: 1.       Identify the resource needs of the project 2.       Decompose work packages into activities 3.       Define what is needed to estimate activity durations 4.       Define milestones and create a milestone schedule 5.       Determine the critical path and calculate float 6.       Describe the purpose of using leads and lags in a project schedule 7.       Estimate the quantities and costs of resources required to perform project activities 8.       Select one of three common cost estimating techniques to determine a project budget 9.       Use a responsibility assignment matrix to assign responsibilities 10.     Recognize the components of a project’s quality management plan SHOW ALL COURSE OUTLINE SHOW ALL;151059;8827
Leadership and Management;How to Manage a Remote Team;Darren Murph ;"Remote management is much more than just implementing a work-from-home policy. In this course, you’ll learn and apply remote work best practices, build your remote work policy, and prepare your team for success.  This course is ideal for current managers, executives, and human resources professionals who want to learn how to lead and support a high-functioning, scalable remote team. GitLab is one of the world’s largest all-remote organizations; experts from throughout the company will guide you through in-depth lessons for leaders, people managers, and HR professionals to build, manage, and scale.  By the end of this course, you will be able to:  - Lead in a remote environment  - Build a remote organizational culture and practices  - Assess teams’ and managers’ readiness and preparation for remote work  - Create a foundational strategy for executing a remote transformation   For the final project in this course, you will create a real or hypothetical strategic plan to transition a team to remote operation. You will assess your organization's remote maturity and infrastructure, and identify the best team structure for remote operation — including determining whether to use an all-remote or remote-friendly model. You'll outline plans for documentation, education, leadership, and equipment or resource needs for your unique organization.  This is an intermediate-level course, intended for learners who have previous experience managing or leading people. To succeed in this course, you should have at least one year of management experience. No remote experience is required. SHOW ALL COURSE OUTLINE SHOW ALL";47544;770
Design and Product;Agile Meets Design Thinking;Alex Cowan;Despite everyone's good intentions, hard work and solid ideas, too many teams end up creating products that no one wants, no one can use, and no one buys. But it doesn't have to be this way. Agile and design thinking offer a different--and effective--approach to product development, one that results in valuable solutions to meaningful problems. In this course, you’ll learn how to determine what's valuable to a user early in the process--to frontload value--by focusing your team on testable narratives about the user and creating a strong shared perspective.  SHOW ALL COURSE OUTLINE SHOW ALL;150023;3228
Leadership and Management;Agile Leader Training;Oxana Trotsenko;In this course, you will learn the neuroscience of change, why we are so change-averse, how to train for change resilience, and most importantly, you will begin developing a practice to help you be prepared for changes in personal life and in your career.  You will learn specific strategies and tools for overcoming fear, anxiety and managing stress related to these changes. By the end of this course, you will know what you need to do to become truly unshakable. You will build a practice for getting stronger emotionally and mentally.   By understanding neuroscience and building awareness of yourself, you will build a solid foundation for understanding your team and the greater behavior of the business world.   Remember, these changes won’t happen if you don’t take action. You might be uncomfortable, you might find some of the exercises silly,  you might have doubts, and you might want to quit. Babies don’t quit trying to walk because they fall a lot, and neither should you. The only way to truly change is to practice consistently. SHOW ALL COURSE OUTLINE SHOW ALL;6747;235
Leadership and Management;Agile Project Management;Google Career Certificates;This is the fifth course in the Google Project Management Certificate program. This course will explore the history, approach, and philosophy of Agile project management, including the Scrum framework. You will learn how to differentiate and blend Agile and other project management approaches. As you progress through the course, you will learn more about Scrum, exploring its pillars and values and comparing essential Scrum team roles. You will discover how to build, manage, and refine a product backlog, implement Agile’s value-driven delivery strategies, and define a value roadmap. You will also learn strategies to effectively organize the five important Scrum events for a Scrum team, introduce an Agile or Scrum approach to an organization, and coach an Agile team. Finally, you will learn how to search for and land opportunities in Agile roles. Current Google project managers will continue to instruct and provide you with the hands-on approaches, tools, and resources to meet your goals. SHOW ALL COURSE OUTLINE SHOW ALL;190006;6822
Entrepreneurship;Plan a Successful Freelancing Business;Tatiana Mulry;"The first course in the Building Your Freelancing Career specialization is focused on freelancers looking to define and solidify their philosophy, values and goals within their future business. Coursework will discuss the importance of understanding their competition and market position in a competitive business landscape, help them define what their unique value is, and how that relates to possible business approaches. CalArtians who do not see a ""Sponsored by CalArts"" notice when enrolling are encouraged to access this course and the specialization by joining through the Coursera for CalArts program linked in the course/specialization FAQ.";3593;24
Business Essentials;The Art of Negotiation;Sue Robins, M.S. Ed.;The art of negotiation comes into play daily in the life of employees at all levels and in every position. Participants explore how current approaches to negotiation strategy and tactics are used, what negotiation entails, types of negotiation relationships that exist from hard bargain to win-win, to fully partnered relationships and personal ones. The course explores the personal and behavioral characteristics of an effective negotiator. Participants discuss how empowerment, power, and authority affect the negotiation process and outcome. Topics include how important it is to plan and prepare for a negotiation session. SHOW ALL COURSE OUTLINE SHOW ALL;137654;2838
Business Strategy;Construction Project Management;Ibrahim Odeh, Ph.D., MBA;Construction Project Management introduces learners to Project Initiation and Planning. Columbia University professor, Ibrahim Odeh, along with industry experts join together to provide a comprehensive overview of the construction industry. There are 10 modules that allow learners to become knowledgeable of construction management within the dynamic construction industry.  SHOW ALL COURSE OUTLINE SHOW ALL;95312;5620
Leadership and Management;Organisational design: Know your organisation;Professor Jaco Lok;How do you lead your organisation when today’s work environment is so competitive and complex? When you become responsible for leading an organisation, your most important leadership challenge will be enabling your organisation to deliver on its strategy while ensuring it remains sufficiently agile. This course will prepare you to tackle this challenge. You will examine what organisational culture is, the primary organisational structures, and what we mean by ‘systems’, before building on your foundational knowledge and taking a more strategic perspective. The structured learning activities that complement this course (video lectures, quizzes, discussion prompts and written assessments) will not only prepare you to take your organisation forward in a more strategic direction, but to make better decisions along the way. SHOW ALL COURSE OUTLINE SHOW ALL;41534;1269
Entrepreneurship;Entrepreneurship 2: Launching your Start-Up;Kartik Hosanagar ;Once you have a prototype and a clearer vision of the opportunity, you’ll need to create a small organization to discover how to create a repeatable and scalable business model. Designed to provide you with a comprehensive overview of the critical components of creating a start-up, Entrepreneurship 2: Launching the Start-up, provides practical, real-world knowledge about the lean approach, the minimum viable product, when to pivot, when to quit your day job, the art of the pitch, building and managing a team, allocating equity, and building your external team, advisory board members, professional services, and entrepreneurial strategy. At the end of this course, you’ll be able to create a strategy for launch, including knowing who you need to hire, how to manage them to provide the greatest value, and what legal aspects are involved. You’ll also be prepared for Entrepreneurship 3: Growth Strategies. SHOW ALL COURSE OUTLINE SHOW ALL;51411;1886
Leadership and Management;Fundamentos do gerenciamento de projetos;Google Career Certificates;Este curso é o primeiro de uma série de seis, que vão dar a você as habilidades necessárias para aplicar a funções de nível introdutório em gerenciamento de projetos. Os gerentes de projeto desempenham um papel fundamental na liderança, planejamento e implementação de projetos essenciais para ajudar as organizações a ter sucesso. Neste curso, você descobrirá a terminologia básica do gerenciamento de projetos e terá uma compreensão mais profunda da função e das responsabilidades de um gerente de projetos. Também apresentaremos os tipos de empregos que você pode buscar após concluir este programa. Ao longo do programa, você aprenderá com os atuais gerentes de projeto do Google, que podem fornecer uma experiência educacional multidimensional que ajudará no desenvolvimento das habilidades para a aplicação no trabalho.  SHOW ALL COURSE OUTLINE SHOW ALL;10952;590
